# 总字数共1,011,623,817字
# 制作： https://github.com/studyzy/imewlconverter/blob/master/参考/6763字频表(基数10亿).xls
"汉字","排名","频次","频率","累计频率"
刹,1421,81341,0.008%,94.263%
粉,1422,81190,0.008%,94.271%
批,1423,81104,0.008%,94.279%
乃,1424,81088,0.008%,94.287%
库,1425,81063,0.008%,94.295%
翔,1426,80918,0.008%,94.303%
姬,1427,80749,0.008%,94.311%
乖,1428,80639,0.008%,94.319%
趁,1429,80624,0.008%,94.327%
隆,1430,80418,0.008%,94.335%
爬,1431,80282,0.008%,94.343%
码,1432,80265,0.008%,94.351%
赏,1433,80216,0.008%,94.359%
怖,1434,80093,0.008%,94.367%
丰,1435,79887,0.008%,94.374%
艳,1436,79716,0.008%,94.382%
拖,1437,79669,0.008%,94.390%
耐,1438,79539,0.008%,94.398%
岂,1439,79437,0.008%,94.406%
诚,1440,79359,0.008%,94.414%
刃,1441,79326,0.008%,94.422%
媚,1442,79317,0.008%,94.429%
慧,1443,79169,0.008%,94.437%
晨,1444,78767,0.008%,94.445%
律,1445,78546,0.008%,94.453%
固,1446,78498,0.008%,94.461%
盾,1447,78203,0.008%,94.468%
洁,1448,77840,0.008%,94.476%
骗,1449,77704,0.008%,94.484%
社,1450,77560,0.008%,94.491%
荒,1451,77439,0.008%,94.499%
滑,1452,77382,0.008%,94.507%
隔,1453,76899,0.008%,94.514%
郭,1454,76763,0.008%,94.522%
戴,1455,76706,0.008%,94.529%
额,1456,76502,0.008%,94.537%
旗,1457,76465,0.008%,94.545%
季,1458,76436,0.008%,94.552%
惹,1459,76413,0.008%,94.560%
纸,1460,76235,0.008%,94.567%
延,1461,76226,0.008%,94.575%
侯,1462,76021,0.008%,94.582%
撒,1463,75987,0.008%,94.590%
颇,1464,75978,0.008%,94.597%
撤,1465,75968,0.008%,94.605%
霄,1466,75672,0.007%,94.612%
锁,1467,75282,0.007%,94.620%
仪,1468,75164,0.007%,94.627%
郁,1469,75110,0.007%,94.635%
痴,1470,75097,0.007%,94.642%
典,1471,74518,0.007%,94.649%
园,1472,74308,0.007%,94.657%
抚,1473,74232,0.007%,94.664%
滴,1474,73984,0.007%,94.671%
跪,1475,73959,0.007%,94.679%
振,1476,73855,0.007%,94.686%
猎,1477,73651,0.007%,94.693%
油,1478,73638,0.007%,94.700%
殊,1479,73430,0.007%,94.708%
启,1480,73426,0.007%,94.715%
省,1481,73395,0.007%,94.722%
供,1482,73127,0.007%,94.729%
绪,1483,73085,0.007%,94.737%
洪,1484,73082,0.007%,94.744%
玛,1485,73059,0.007%,94.751%
委,1486,72979,0.007%,94.758%
妻,1487,72976,0.007%,94.766%
