# 现代汉语语料库汉字频率表
# 语料规模：2000万字 ，只列入出现次数大于5次的字
# 制作：www.cncorpus.org 语料库在线网站
汉字,排名,出现次数,频率（%）,累积频率（%）
迭,2767,205.0,0.0013,98.94459999999997
豁,2768,204.0,0.0013,98.94719999999997
斩,2769,204.0,0.0013,98.94849999999997
屡,2770,204.0,0.0013,98.94589999999997
啼,2771,203.0,0.0013,98.95109999999997
椒,2772,203.0,0.0013,98.95239999999997
啡,2773,203.0,0.0013,98.95369999999997
稽,2774,203.0,0.0013,98.94979999999997
烤,2775,203.0,0.0013,98.95499999999997
澡,2776,202.0,0.0013,98.96019999999997
籽,2777,202.0,0.0013,98.95759999999997
洼,2778,202.0,0.0013,98.95889999999997
茨,2779,202.0,0.0013,98.95629999999997
榴,2780,201.0,0.0013,98.96279999999997
唾,2781,201.0,0.0013,98.96409999999997
巫,2782,201.0,0.0013,98.96149999999997
乞,2783,200.0,0.0013,98.96539999999997
焊,2784,200.0,0.0013,98.96669999999997
杖,2785,198.0,0.0013,98.97579999999998
贱,2786,198.0,0.0013,98.97709999999998
咚,2787,198.0,0.0013,98.97449999999998
蜘,2788,198.0,0.0013,98.97319999999998
扒,2789,198.0,0.0013,98.96799999999998
隋,2790,198.0,0.0013,98.97189999999998
晌,2791,198.0,0.0013,98.97059999999998
暮,2792,198.0,0.0013,98.96929999999998
涤,2793,197.0,0.0013,98.97839999999998
茧,2794,196.0,0.0013,98.98099999999998
拴,2795,196.0,0.0013,98.98229999999998
闽,2796,196.0,0.0013,98.98489999999998
叨,2797,196.0,0.0013,98.97969999999998
伽,2798,196.0,0.0013,98.98359999999998
喳,2799,195.0,0.0013,98.98619999999998
腕,2800,194.0,0.0012,98.98739999999998
斧,2801,194.0,0.0012,98.98859999999998
怔,2802,194.0,0.0012,98.98979999999997
咖,2803,194.0,0.0012,98.99099999999997
啄,2804,193.0,0.0012,98.99219999999997
溯,2805,193.0,0.0012,98.99339999999997
踱,2806,193.0,0.0012,98.99459999999996
沦,2807,192.0,0.0012,98.99699999999996
锄,2808,192.0,0.0012,98.99819999999995
畸,2809,192.0,0.0012,98.99939999999995
脓,2810,192.0,0.0012,98.99579999999996
疙,2811,191.0,0.0012,99.00179999999995
炊,2812,191.0,0.0012,99.00299999999994
擅,2813,191.0,0.0012,99.00059999999995
粤,2814,190.0,0.0012,99.00539999999994
虏,2815,190.0,0.0012,99.00659999999993
豹,2816,190.0,0.0012,99.00779999999993
榨,2817,190.0,0.0012,99.00899999999993
棱,2818,190.0,0.0012,99.01019999999993
簇,2819,190.0,0.0012,99.01139999999992
莺,2820,190.0,0.0012,99.01259999999992
撇,2821,190.0,0.0012,99.01379999999992
绎,2822,190.0,0.0012,99.01499999999992
尉,2823,190.0,0.0012,99.00419999999994
柬,2824,189.0,0.0012,99.01739999999991
涩,2825,189.0,0.0012,99.01619999999991
乓,2826,189.0,0.0012,99.0185999999999
觅,2827,188.0,0.0012,99.02579999999989
茄,2828,188.0,0.0012,99.0197999999999
涯,2829,188.0,0.0012,99.0209999999999
狩,2830,188.0,0.0012,99.0221999999999
憎,2831,188.0,0.0012,99.0233999999999
蔚,2832,188.0,0.0012,99.0245999999999
挚,2833,187.0,0.0012,99.03059999999988
姥,2834,187.0,0.0012,99.02939999999988
袄,2835,187.0,0.0012,99.02699999999989
捡,2836,187.0,0.0012,99.02819999999988
旷,2837,186.0,0.0012,99.03539999999987
镶,2838,186.0,0.0012,99.03179999999988
碘,2839,186.0,0.0012,99.03299999999987
袜,2840,186.0,0.0012,99.03419999999987
丸,2841,185.0,0.0012,99.03659999999986
糙,2842,185.0,0.0012,99.03779999999986
鲸,2843,184.0,0.0012,99.04499999999985
铵,2844,184.0,0.0012,99.04619999999984
倚,2845,184.0,0.0012,99.04379999999985
矢,2846,184.0,0.0012,99.04739999999984
锌,2847,184.0,0.0012,99.04019999999986
褂,2848,184.0,0.0012,99.04259999999985
牡,2849,184.0,0.0012,99.03899999999986
硕,2850,184.0,0.0012,99.04139999999985
憨,2851,182.0,0.0012,99.04979999999983
淌,2852,182.0,0.0012,99.04859999999984
禾,2853,181.0,0.0012,99.05099999999983
尹,2854,180.0,0.0012,99.0653999999998
荆,2855,180.0,0.0012,99.0641999999998
苟,2856,180.0,0.0012,99.0629999999998
聋,2857,180.0,0.0012,99.0617999999998
潇,2858,180.0,0.0012,99.06059999999981
庐,2859,180.0,0.0012,99.05939999999981
煎,2860,180.0,0.0012,99.05219999999983
勿,2861,180.0,0.0012,99.05819999999981
彬,2862,180.0,0.0012,99.0665999999998
醋,2863,180.0,0.0012,99.05699999999982
梭,2864,180.0,0.0012,99.05579999999982
秉,2865,180.0,0.0012,99.05459999999982
嗦,2866,180.0,0.0012,99.05339999999983
掷,2867,179.0,0.0012,99.06779999999979
悼,2868,179.0,0.0012,99.06899999999979
噜,2869,179.0,0.0012,99.07019999999979
茵,2870,179.0,0.0012,99.07139999999978
蓉,2871,179.0,0.0012,99.07259999999978
矫,2872,178.0,0.0011,99.07369999999977
憋,2873,177.0,0.0011,99.07919999999974
翘,2874,177.0,0.0011,99.07479999999977
琢,2875,177.0,0.0011,99.07589999999976
挠,2876,177.0,0.0011,99.07699999999976
吭,2877,177.0,0.0011,99.07809999999975
兑,2878,176.0,0.0011,99.08029999999974
蔗,2879,176.0,0.0011,99.08139999999973
瑟,2880,176.0,0.0011,99.08249999999973
痒,2881,176.0,0.0011,99.08359999999972
琐,2882,175.0,0.0011,99.09019999999968
酋,2883,175.0,0.0011,99.08909999999969
廖,2884,175.0,0.0011,99.0879999999997
璋,2885,175.0,0.0011,99.0868999999997
槐,2886,175.0,0.0011,99.08469999999971
闺,2887,175.0,0.0011,99.08579999999971
拧,2888,175.0,0.0011,99.09129999999968
彰,2889,174.0,0.0011,99.09239999999967
菱,2890,174.0,0.0011,99.09349999999966
呕,2891,174.0,0.0011,99.09459999999966
瘩,2892,174.0,0.0011,99.09569999999965
筐,2893,174.0,0.0011,99.09679999999965
搂,2894,174.0,0.0011,99.09789999999964
焚,2895,174.0,0.0011,99.09899999999963
迄,2896,174.0,0.0011,99.10009999999963
垮,2897,173.0,0.0011,99.1044999999996
缕,2898,173.0,0.0011,99.10339999999961
谜,2899,173.0,0.0011,99.10669999999959
钥,2900,173.0,0.0011,99.10119999999962
嘟,2901,173.0,0.0011,99.10229999999962
蠢,2902,173.0,0.0011,99.1055999999996
Ｏ,2903,172.0,0.0011,99.10779999999959
蛤,2904,172.0,0.0011,99.10889999999958
馈,2905,172.0,0.0011,99.10999999999957
咨,2906,172.0,0.0011,99.11109999999957
敷,2907,171.0,0.0011,99.11219999999956
缅,2908,171.0,0.0011,99.11329999999955
聂,2909,171.0,0.0011,99.11439999999955
宠,2910,171.0,0.0011,99.11549999999954
禧,2911,170.0,0.0011,99.11989999999952
沼,2912,170.0,0.0011,99.11659999999954
巍,2913,170.0,0.0011,99.11879999999952
榆,2914,170.0,0.0011,99.12099999999951
宛,2915,170.0,0.0011,99.11769999999953
绷,2916,169.0,0.0011,99.1220999999995
俞,2917,169.0,0.0011,99.1231999999995
眶,2918,169.0,0.0011,99.1242999999995
吩,2919,168.0,0.0011,99.12539999999949
筛,2920,168.0,0.0011,99.12649999999948
菩,2921,168.0,0.0011,99.12759999999948
钞,2922,168.0,0.0011,99.12869999999947
诈,2923,167.0,0.0011,99.13089999999946
嗨,2924,167.0,0.0011,99.13309999999944
葫,2925,167.0,0.0011,99.13419999999944
佃,2926,167.0,0.0011,99.12979999999946
酱,2927,167.0,0.0011,99.13199999999945
颓,2928,166.0,0.0011,99.13529999999943
渺,2929,166.0,0.0011,99.13639999999943
揽,2930,166.0,0.0011,99.13749999999942
躬,2931,166.0,0.0011,99.13859999999941
歹,2932,166.0,0.0011,99.13969999999941
焕,2933,166.0,0.0011,99.1407999999994
啪,2934,165.0,0.0011,99.1418999999994
溅,2935,165.0,0.0011,99.14299999999939
栋,2936,165.0,0.0011,99.14409999999938
沛,2937,165.0,0.0011,99.14519999999938
砚,2938,164.0,0.0011,99.14629999999937
霖,2939,164.0,0.0011,99.14739999999937
囚,2940,163.0,0.001,99.14839999999937
侄,2941,163.0,0.001,99.14939999999937
妃,2942,162.0,0.001,99.15239999999939
氓,2943,162.0,0.001,99.15039999999938
狡,2944,162.0,0.001,99.15139999999938
瞥,2945,161.0,0.001,99.1533999999994
沁,2946,161.0,0.001,99.1543999999994
揣,2947,161.0,0.001,99.1553999999994
峭,2948,161.0,0.001,99.15639999999941
樱,2949,160.0,0.001,99.15739999999941
禹,2950,160.0,0.001,99.15839999999942
岔,2951,160.0,0.001,99.15939999999942
暇,2952,160.0,0.001,99.16039999999943
檐,2953,160.0,0.001,99.16139999999943
澜,2954,160.0,0.001,99.16239999999944
涅,2955,159.0,0.001,99.16439999999945
粥,2956,159.0,0.001,99.16539999999945
馏,2957,159.0,0.001,99.16339999999944
嗜,2958,158.0,0.001,99.16639999999946
笃,2959,158.0,0.001,99.16739999999946
麟,2960,158.0,0.001,99.16839999999947
铲,2961,158.0,0.001,99.16939999999947
寅,2962,157.0,0.001,99.17039999999947
剔,2963,157.0,0.001,99.17139999999948
尧,2964,157.0,0.001,99.17239999999948
扼,2965,156.0,0.001,99.1763999999995
赣,2966,156.0,0.001,99.1753999999995
稠,2967,156.0,0.001,99.17739999999951
屿,2968,156.0,0.001,99.17339999999949
胺,2969,156.0,0.001,99.1743999999995
帖,2970,155.0,0.001,99.18139999999953
堕,2971,155.0,0.001,99.17839999999951
亥,2972,155.0,0.001,99.17939999999952
揪,2973,155.0,0.001,99.18039999999952
梧,2974,154.0,0.001,99.18239999999953
麓,2975,154.0,0.001,99.18539999999955
瀑,2976,154.0,0.001,99.18639999999955
窍,2977,154.0,0.001,99.18439999999954
懈,2978,154.0,0.001,99.18339999999954
淤,2979,153.0,0.001,99.19339999999958
腮,2980,153.0,0.001,99.19239999999958
腥,2981,153.0,0.001,99.19139999999958
绞,2982,153.0,0.001,99.19439999999959
鹃,2983,153.0,0.001,99.18739999999956
卒,2984,153.0,0.001,99.19039999999957
蕉,2985,153.0,0.001,99.18939999999957
枫,2986,153.0,0.001,99.18839999999956
脯,2987,152.0,0.001,99.1953999999996
腑,2988,152.0,0.001,99.1963999999996
碟,2989,151.0,0.001,99.20239999999963
莽,2990,151.0,0.001,99.20339999999963
毙,2991,151.0,0.001,99.20139999999962
婷,2992,151.0,0.001,99.20539999999964
磕,2993,151.0,0.001,99.20039999999962
熏,2994,151.0,0.001,99.19939999999961
酵,2995,151.0,0.001,99.1973999999996
薇,2996,151.0,0.001,99.19839999999961
溴,2997,151.0,0.001,99.20439999999964
弛,2998,150.0,0.001,99.21039999999967
挟,2999,150.0,0.001,99.20939999999966
棘,3000,150.0,0.001,99.20639999999965
秤,3001,150.0,0.001,99.20839999999966
睹,3002,150.0,0.001,99.21139999999967
庚,3003,150.0,0.001,99.20739999999965
蚓,3004,149.0,0.001,99.22139999999972
咀,3005,149.0,0.001,99.22039999999971
绰,3006,149.0,0.001,99.21539999999969
锰,3007,149.0,0.001,99.21939999999971
炽,3008,149.0,0.001,99.22239999999972
枉,3009,149.0,0.001,99.2183999999997
俏,3010,149.0,0.001,99.22339999999973
梗,3011,149.0,0.001,99.21239999999968
祷,3012,149.0,0.001,99.2163999999997
逛,3013,149.0,0.001,99.21439999999969
茸,3014,149.0,0.001,99.21339999999968
葵,3015,149.0,0.001,99.2173999999997
蜀,3016,148.0,0.001,99.22939999999976
狄,3017,148.0,0.001,99.22539999999974
拙,3018,148.0,0.001,99.22839999999975
鞍,3019,148.0,0.001,99.22739999999975
婿,3020,148.0,0.001,99.22439999999973
掺,3021,148.0,0.001,99.22639999999974
钧,3022,148.0,0.001,99.23039999999976
蚯,3023,147.0,9.0E-4,99.23129999999976
圃,3024,147.0,9.0E-4,99.23219999999976
蛾,3025,147.0,9.0E-4,99.23309999999977
嚣,3026,147.0,9.0E-4,99.23399999999977
垃,3027,147.0,9.0E-4,99.23489999999977
紊,3028,147.0,9.0E-4,99.23579999999977
酚,3029,146.0,9.0E-4,99.23939999999978
隘,3030,146.0,9.0E-4,99.23669999999977
韬,3031,146.0,9.0E-4,99.24029999999978
鲫,3032,146.0,9.0E-4,99.24119999999978
笋,3033,146.0,9.0E-4,99.23759999999977
啃,3034,146.0,9.0E-4,99.23849999999977
叽,3035,145.0,9.0E-4,99.24209999999978
鲤,3036,145.0,9.0E-4,99.24299999999978
惰,3037,145.0,9.0E-4,99.24389999999978
嘀,3038,145.0,9.0E-4,99.24479999999978
诬,3039,145.0,9.0E-4,99.24569999999979
哮,3040,145.0,9.0E-4,99.24659999999979
羔,3041,144.0,9.0E-4,99.24749999999979
毡,3042,144.0,9.0E-4,99.24839999999979
勺,3043,144.0,9.0E-4,99.24929999999979
狸,3044,143.0,9.0E-4,99.2528999999998
娥,3045,143.0,9.0E-4,99.2519999999998
郡,3046,143.0,9.0E-4,99.2537999999998
瘫,3047,143.0,9.0E-4,99.2510999999998
钝,3048,143.0,9.0E-4,99.2546999999998
湍,3049,143.0,9.0E-4,99.2501999999998
趾,3050,142.0,9.0E-4,99.2573999999998
跋,3051,142.0,9.0E-4,99.2555999999998
靖,3052,142.0,9.0E-4,99.2564999999998
妒,3053,141.0,9.0E-4,99.26459999999982
锯,3054,141.0,9.0E-4,99.26369999999982
畲,3055,141.0,9.0E-4,99.2582999999998
弘,3056,141.0,9.0E-4,99.26279999999981
湛,3057,141.0,9.0E-4,99.26549999999982
咦,3058,141.0,9.0E-4,99.26189999999981
袱,3059,141.0,9.0E-4,99.26099999999981
咙,3060,141.0,9.0E-4,99.26009999999981
圾,3061,141.0,9.0E-4,99.25919999999981
藩,3062,140.0,9.0E-4,99.26999999999983
颅,3063,140.0,9.0E-4,99.26909999999982
弼,3064,140.0,9.0E-4,99.27179999999983
鲨,3065,140.0,9.0E-4,99.27089999999983
嗬,3066,140.0,9.0E-4,99.26639999999982
翩,3067,140.0,9.0E-4,99.26729999999982
忿,3068,140.0,9.0E-4,99.26819999999982
刨,3069,139.0,9.0E-4,99.27359999999983
捂,3070,139.0,9.0E-4,99.27269999999983
痹,3071,138.0,9.0E-4,99.27449999999983
灸,3072,138.0,9.0E-4,99.27539999999983
虐,3073,138.0,9.0E-4,99.27629999999984
芙,3074,138.0,9.0E-4,99.27719999999984
鹊,3075,137.0,9.0E-4,99.27809999999984
簿,3076,137.0,9.0E-4,99.27899999999984
绢,3077,137.0,9.0E-4,99.27989999999984
戳,3078,136.0,9.0E-4,99.28619999999985
徊,3079,136.0,9.0E-4,99.28529999999985
澈,3080,136.0,9.0E-4,99.28439999999985
疤,3081,136.0,9.0E-4,99.28349999999985
棠,3082,136.0,9.0E-4,99.28709999999985
扳,3083,136.0,9.0E-4,99.28079999999984
诏,3084,136.0,9.0E-4,99.28799999999985
沧,3085,136.0,9.0E-4,99.28259999999985
蹬,3086,136.0,9.0E-4,99.28169999999984
窥,3087,135.0,9.0E-4,99.29609999999987
窖,3088,135.0,9.0E-4,99.29699999999987
疟,3089,135.0,9.0E-4,99.28979999999986
呱,3090,135.0,9.0E-4,99.29069999999986
湃,3091,135.0,9.0E-4,99.29159999999986
淳,3092,135.0,9.0E-4,99.29249999999986
眷,3093,135.0,9.0E-4,99.29339999999986
匣,3094,135.0,9.0E-4,99.29429999999986
烙,3095,135.0,9.0E-4,99.29789999999987
佑,3096,135.0,9.0E-4,99.29519999999987
慷,3097,135.0,9.0E-4,99.28889999999986
轩,3098,134.0,9.0E-4,99.29879999999987
焉,3099,134.0,9.0E-4,99.30059999999987
１,3100,134.0,9.0E-4,99.29969999999987
芸,3101,133.0,9.0E-4,99.30329999999988
琳,3102,133.0,9.0E-4,99.30239999999988
恺,3103,133.0,9.0E-4,99.30149999999988
嘶,3104,132.0,8.0E-4,99.30409999999988
馒,3105,132.0,8.0E-4,99.30489999999988
哆,3106,132.0,8.0E-4,99.30569999999987
崎,3107,131.0,8.0E-4,99.31129999999986
嫉,3108,131.0,8.0E-4,99.31049999999986
冥,3109,131.0,8.0E-4,99.30969999999986
徘,3110,131.0,8.0E-4,99.30889999999987
辜,3111,131.0,8.0E-4,99.30649999999987
姬,3112,131.0,8.0E-4,99.30809999999987
捎,3113,131.0,8.0E-4,99.31209999999986
绥,3114,131.0,8.0E-4,99.30729999999987
窘,3115,130.0,8.0E-4,99.31289999999986
诀,3116,130.0,8.0E-4,99.31369999999986
龚,3117,129.0,8.0E-4,99.31849999999984
橙,3118,129.0,8.0E-4,99.31449999999985
诧,3119,129.0,8.0E-4,99.31769999999985
诡,3120,129.0,8.0E-4,99.31929999999984
峨,3121,129.0,8.0E-4,99.31689999999985
逾,3122,129.0,8.0E-4,99.31609999999985
裴,3123,129.0,8.0E-4,99.31529999999985
椭,3124,128.0,8.0E-4,99.32009999999984
嗣,3125,128.0,8.0E-4,99.32089999999984
讳,3126,128.0,8.0E-4,99.32169999999984
粟,3127,128.0,8.0E-4,99.32249999999983
轧,3128,128.0,8.0E-4,99.32329999999983
咏,3129,128.0,8.0E-4,99.32409999999983
衙,3130,128.0,8.0E-4,99.32489999999983
虔,3131,128.0,8.0E-4,99.32569999999983
梵,3132,128.0,8.0E-4,99.32649999999983
豚,3133,128.0,8.0E-4,99.32729999999982
邢,3134,127.0,8.0E-4,99.33049999999982
梆,3135,127.0,8.0E-4,99.32889999999982
剃,3136,127.0,8.0E-4,99.33209999999981
吆,3137,127.0,8.0E-4,99.32969999999982
奢,3138,127.0,8.0E-4,99.32809999999982
叩,3139,127.0,8.0E-4,99.33129999999981
拎,3140,126.0,8.0E-4,99.3376999999998
芹,3141,126.0,8.0E-4,99.3368999999998
瑛,3142,126.0,8.0E-4,99.3360999999998
翰,3143,126.0,8.0E-4,99.33289999999981
邹,3144,126.0,8.0E-4,99.3352999999998
淆,3145,126.0,8.0E-4,99.3384999999998
厥,3146,126.0,8.0E-4,99.3344999999998
缭,3147,126.0,8.0E-4,99.33369999999981
髦,3148,125.0,8.0E-4,99.3392999999998
斡,3149,125.0,8.0E-4,99.3400999999998
羌,3150,124.0,8.0E-4,99.34569999999978
磅,3151,124.0,8.0E-4,99.34089999999979
郝,3152,124.0,8.0E-4,99.34489999999978
芯,3153,124.0,8.0E-4,99.34649999999978
卉,3154,124.0,8.0E-4,99.34409999999978
诫,3155,124.0,8.0E-4,99.34329999999979
驮,3156,124.0,8.0E-4,99.34169999999979
骼,3157,124.0,8.0E-4,99.34249999999979
蜕,3158,123.0,8.0E-4,99.34729999999978
崽,3159,123.0,8.0E-4,99.34809999999977
墩,3160,123.0,8.0E-4,99.34889999999977
迦,3161,123.0,8.0E-4,99.34969999999977
屎,3162,123.0,8.0E-4,99.35049999999977
陨,3163,123.0,8.0E-4,99.35129999999977
桦,3164,123.0,8.0E-4,99.35209999999977
敛,3165,123.0,8.0E-4,99.35289999999976
倪,3166,122.0,8.0E-4,99.35449999999976
讥,3167,122.0,8.0E-4,99.35369999999976
鳃,3168,122.0,8.0E-4,99.35529999999976
氟,3169,122.0,8.0E-4,99.35609999999976
祠,3170,121.0,8.0E-4,99.36329999999974
晤,3171,121.0,8.0E-4,99.35689999999975
趴,3172,121.0,8.0E-4,99.35769999999975
瑚,3173,121.0,8.0E-4,99.35849999999975
苛,3174,121.0,8.0E-4,99.35929999999975
寥,3175,121.0,8.0E-4,99.36009999999975
惭,3176,121.0,8.0E-4,99.36089999999975
宵,3177,121.0,8.0E-4,99.36169999999974
靶,3178,121.0,8.0E-4,99.36249999999974
倌,3179,120.0,8.0E-4,99.36409999999974
砾,3180,120.0,8.0E-4,99.36729999999973
厕,3181,120.0,8.0E-4,99.36809999999973
钳,3182,120.0,8.0E-4,99.36649999999973
肘,3183,120.0,8.0E-4,99.36569999999973
眺,3184,120.0,8.0E-4,99.36489999999974
甭,3185,119.0,8.0E-4,99.37129999999972
呗,3186,119.0,8.0E-4,99.37609999999971
鲍,3187,119.0,8.0E-4,99.37689999999971
盔,3188,119.0,8.0E-4,99.37529999999971
镰,3189,119.0,8.0E-4,99.37449999999971
拽,3190,119.0,8.0E-4,99.37369999999972
酝,3191,119.0,8.0E-4,99.36889999999973
怡,3192,119.0,8.0E-4,99.37289999999972
菇,3193,119.0,8.0E-4,99.37209999999972
搓,3194,119.0,8.0E-4,99.37049999999972
醛,3195,119.0,8.0E-4,99.36969999999972
涕,3196,118.0,8.0E-4,99.3784999999997
噬,3197,118.0,8.0E-4,99.3792999999997
蒜,3198,118.0,8.0E-4,99.3800999999997
囱,3199,118.0,8.0E-4,99.3808999999997
愕,3200,118.0,8.0E-4,99.3776999999997
孚,3201,117.0,8.0E-4,99.38329999999969
壕,3202,117.0,8.0E-4,99.38409999999969
鸥,3203,117.0,8.0E-4,99.38489999999969
唠,3204,117.0,8.0E-4,99.3824999999997
濒,3205,117.0,8.0E-4,99.3816999999997
渤,3206,116.0,7.0E-4,99.38559999999968
撮,3207,116.0,7.0E-4,99.38629999999968
拇,3208,116.0,7.0E-4,99.38699999999967
琅,3209,116.0,7.0E-4,99.38769999999967
呻,3210,116.0,7.0E-4,99.38839999999966
撩,3211,116.0,7.0E-4,99.38909999999966
桨,3212,115.0,7.0E-4,99.39399999999962
佟,3213,115.0,7.0E-4,99.39329999999963
皿,3214,115.0,7.0E-4,99.39259999999963
嘘,3215,115.0,7.0E-4,99.39539999999961
襄,3216,115.0,7.0E-4,99.39189999999964
胰,3217,115.0,7.0E-4,99.38979999999965
鞠,3218,115.0,7.0E-4,99.39119999999964
泓,3219,115.0,7.0E-4,99.39469999999962
蝗,3220,115.0,7.0E-4,99.39049999999965
橱,3221,114.0,7.0E-4,99.39819999999959
蝠,3222,114.0,7.0E-4,99.3974999999996
伶,3223,114.0,7.0E-4,99.3960999999996
倔,3224,114.0,7.0E-4,99.3967999999996
酌,3225,114.0,7.0E-4,99.39889999999959
黯,3226,113.0,7.0E-4,99.40029999999958
秸,3227,113.0,7.0E-4,99.40099999999957
圳,3228,113.0,7.0E-4,99.40169999999956
绚,3229,113.0,7.0E-4,99.40239999999956
庇,3230,113.0,7.0E-4,99.40309999999955
窦,3231,113.0,7.0E-4,99.40379999999955
酯,3232,113.0,7.0E-4,99.40449999999954
睦,3233,113.0,7.0E-4,99.39959999999958
屉,3234,112.0,7.0E-4,99.41359999999948
窒,3235,112.0,7.0E-4,99.41289999999948
兀,3236,112.0,7.0E-4,99.41219999999949
樊,3237,112.0,7.0E-4,99.41149999999949
庶,3238,112.0,7.0E-4,99.4107999999995
妓,3239,112.0,7.0E-4,99.4100999999995
戎,3240,112.0,7.0E-4,99.40939999999951
岱,3241,112.0,7.0E-4,99.40869999999951
滇,3242,112.0,7.0E-4,99.40519999999954
侗,3243,112.0,7.0E-4,99.40799999999952
簸,3244,112.0,7.0E-4,99.41429999999947
迸,3245,112.0,7.0E-4,99.40729999999952
赎,3246,112.0,7.0E-4,99.40659999999953
沥,3247,112.0,7.0E-4,99.40589999999953
眩,3248,111.0,7.0E-4,99.42129999999942
雏,3249,111.0,7.0E-4,99.41499999999947
凛,3250,111.0,7.0E-4,99.42059999999942
旭,3251,111.0,7.0E-4,99.42199999999941
苑,3252,111.0,7.0E-4,99.41989999999943
撼,3253,111.0,7.0E-4,99.41919999999944
懊,3254,111.0,7.0E-4,99.41569999999946
庵,3255,111.0,7.0E-4,99.41849999999944
骇,3256,111.0,7.0E-4,99.41779999999945
骡,3257,111.0,7.0E-4,99.41709999999945
５,3258,111.0,7.0E-4,99.41639999999946
汝,3259,110.0,7.0E-4,99.42269999999941
喽,3260,110.0,7.0E-4,99.4233999999994
栅,3261,110.0,7.0E-4,99.4240999999994
挎,3262,109.0,7.0E-4,99.42899999999936
徙,3263,109.0,7.0E-4,99.42549999999939
邱,3264,109.0,7.0E-4,99.42829999999937
冉,3265,109.0,7.0E-4,99.43039999999935
蠕,3266,109.0,7.0E-4,99.42969999999936
瘾,3267,109.0,7.0E-4,99.4247999999994
峪,3268,109.0,7.0E-4,99.42689999999938
蜻,3269,109.0,7.0E-4,99.42619999999938
茬,3270,109.0,7.0E-4,99.42759999999937
篡,3271,108.0,7.0E-4,99.4366999999993
绊,3272,108.0,7.0E-4,99.43599999999931
亢,3273,108.0,7.0E-4,99.43529999999932
猖,3274,108.0,7.0E-4,99.43109999999935
嚎,3275,108.0,7.0E-4,99.43389999999933
荔,3276,108.0,7.0E-4,99.4373999999993
廿,3277,108.0,7.0E-4,99.43319999999933
癞,3278,108.0,7.0E-4,99.43249999999934
萤,3279,108.0,7.0E-4,99.43179999999934
秽,3280,108.0,7.0E-4,99.43459999999932
鳄,3281,107.0,7.0E-4,99.44019999999928
呛,3282,107.0,7.0E-4,99.44089999999927
汞,3283,107.0,7.0E-4,99.43949999999928
瞄,3284,107.0,7.0E-4,99.43879999999929
攘,3285,107.0,7.0E-4,99.4380999999993
挛,3286,106.0,7.0E-4,99.44229999999926
兢,3287,106.0,7.0E-4,99.44299999999926
啤,3288,106.0,7.0E-4,99.44159999999927
陇,3289,106.0,7.0E-4,99.44369999999925
汲,3290,106.0,7.0E-4,99.44859999999922
漉,3291,106.0,7.0E-4,99.44439999999925
寝,3292,106.0,7.0E-4,99.44509999999924
募,3293,106.0,7.0E-4,99.44579999999924
贻,3294,106.0,7.0E-4,99.44649999999923
黔,3295,106.0,7.0E-4,99.44719999999923
遏,3296,106.0,7.0E-4,99.44789999999922
邯,3297,105.0,7.0E-4,99.4499999999992
酥,3298,105.0,7.0E-4,99.45909999999914
蝙,3299,105.0,7.0E-4,99.45839999999914
阜,3300,105.0,7.0E-4,99.45769999999915
婪,3301,105.0,7.0E-4,99.45699999999916
氦,3302,105.0,7.0E-4,99.45629999999916
狈,3303,105.0,7.0E-4,99.45559999999917
嗒,3304,105.0,7.0E-4,99.45489999999917
缎,3305,105.0,7.0E-4,99.45419999999918
刁,3306,105.0,7.0E-4,99.44929999999921
瞻,3307,105.0,7.0E-4,99.45279999999919
篱,3308,105.0,7.0E-4,99.45979999999913
煽,3309,105.0,7.0E-4,99.45209999999919
墟,3310,105.0,7.0E-4,99.4513999999992
橘,3311,105.0,7.0E-4,99.4506999999992
惋,3312,105.0,7.0E-4,99.45349999999918
舵,3313,104.0,7.0E-4,99.4646999999991
埠,3314,104.0,7.0E-4,99.4653999999991
尴,3315,104.0,7.0E-4,99.4639999999991
尬,3316,104.0,7.0E-4,99.46329999999911
岚,3317,104.0,7.0E-4,99.46049999999913
肋,3318,104.0,7.0E-4,99.46259999999911
褶,3319,104.0,7.0E-4,99.46189999999912
潺,3320,104.0,7.0E-4,99.46119999999912
谕,3321,103.0,7.0E-4,99.46609999999909
亨,3322,103.0,7.0E-4,99.46679999999908
蜓,3323,103.0,7.0E-4,99.46749999999908
苷,3324,103.0,7.0E-4,99.46819999999907
裔,3325,102.0,7.0E-4,99.46959999999906
贿,3326,102.0,7.0E-4,99.47029999999906
悍,3327,102.0,7.0E-4,99.47099999999905
蓦,3328,102.0,7.0E-4,99.47169999999905
逞,3329,102.0,7.0E-4,99.47239999999904
於,3330,102.0,7.0E-4,99.46889999999907
迂,3331,101.0,6.0E-4,99.47599999999908
谛,3332,101.0,6.0E-4,99.47659999999908
邵,3333,101.0,6.0E-4,99.47299999999905
陛,3334,101.0,6.0E-4,99.47359999999905
嬉,3335,101.0,6.0E-4,99.47419999999906
刃,3336,101.0,6.0E-4,99.47479999999906
砧,3337,101.0,6.0E-4,99.47539999999907
粱,3338,100.0,6.0E-4,99.47719999999909
苞,3339,100.0,6.0E-4,99.47779999999909
啰,3340,100.0,6.0E-4,99.4783999999991
猾,3341,100.0,6.0E-4,99.4789999999991
揩,3342,100.0,6.0E-4,99.47959999999911
斟,3343,99.0,6.0E-4,99.48319999999914
