镇,经度,纬度,犯罪率,超过25000平米的区,工业用地,靠近查理斯河,一氧化氮浓度,平均房间数,早于1940建成比率,到达市中心的距离,公路可达性,税率,学生教师比,低收入比,价格中位数
Boston Allston-Brighton,-71.0950012,42.2120018,3.84969997,0,18.1000004,yes,0.769999981,6.39499998,91,2.50519991,24,666,20.2000008,13.2700005,21.7000008
Boston Allston-Brighton,-71.1007004,42.2099991,5.20176983,0,18.1000004,yes,0.769999981,6.12699986,83.4000015,2.72270012,24,666,20.2000008,11.4799995,22.7000008
Boston Allston-Brighton,-71.0930023,42.2070007,4.2613101,0,18.1000004,no,0.769999981,6.11199999,81.3000031,2.50909996,24,666,20.2000008,12.6700001,22.6000004
Boston Allston-Brighton,-71.0904999,42.2033005,4.54192019,0,18.1000004,no,0.769999981,6.39799976,88,2.51819992,24,666,20.2000008,7.78999996,25
Boston Allston-Brighton,-71.0865021,42.2099991,3.83683991,0,18.1000004,no,0.769999981,6.25099993,91.0999985,2.29550004,24,666,20.2000008,14.1899996,19.8999996
Boston Allston-Brighton,-71.0810013,42.2080002,3.67822003,0,18.1000004,no,0.769999981,5.36199999,96.1999969,2.10360003,24,666,20.2000008,10.1899996,20.7999992
Boston Allston-Brighton,-71.0865021,42.2150002,4.22239017,0,18.1000004,yes,0.769999981,5.80299997,89,1.90470004,24,666,20.2000008,14.6400003,16.7999992
Boston Back Bay,-71.0589981,42.2098007,3.47428012,0,18.1000004,yes,0.717999995,8.77999973,82.9000015,1.90470004,24,666,20.2000008,5.28999996,21.8999996
Boston Back Bay,-71.0595016,42.2075005,4.55587006,0,18.1000004,no,0.717999995,3.56100011,87.9000015,1.61319995,24,666,20.2000008,7.11999989,27.5
Boston Back Bay,-71.0540009,42.2052002,3.69694996,0,18.1000004,no,0.717999995,4.96299982,91.4000015,1.75230002,24,666,20.2000008,14,21.8999996
Boston Back Bay,-71.0507965,42.2070007,13.5221996,0,18.1000004,no,0.630999982,3.86299992,100,1.51059997,24,666,20.2000008,13.3299999,23.1000004
Boston Back Bay,-71.0479965,42.2104988,4.89822006,0,18.1000004,no,0.630999982,4.96999979,100,1.33249998,24,666,20.2000008,3.25999999,50
Boston Back Bay,-71.0496979,42.2125015,5.66998005,0,18.1000004,yes,0.630999982,6.68300009,96.8000031,1.35669994,24,666,20.2000008,3.73000002,50
Boston Beacon Hill,-71.0421982,42.2144012,6.53876019,0,18.1000004,yes,0.630999982,7.01599979,97.5,1.20239997,24,666,20.2000008,2.96000004,50
Boston Beacon Hill,-71.0417023,42.2159996,9.2322998,0,18.1000004,no,0.630999982,6.21600008,100,1.16910005,24,666,20.2000008,9.52999973,50
Boston Beacon Hill,-71.0397034,42.2182007,8.26725006,0,18.1000004,yes,0.667999983,5.875,89.5999985,1.12960005,24,666,20.2000008,8.88000011,50
Boston North End,-71.0338974,42.2206993,11.1080999,0,18.1000004,no,0.667999983,4.90600014,100,1.17420006,24,666,20.2000008,34.7700005,13.8000002
Boston North End,-71.0345993,42.2187004,18.4981995,0,18.1000004,no,0.667999983,4.13800001,100,1.13699996,24,666,20.2000008,37.9700012,13.8000002
Boston Charlestown,-71.0366974,42.223999,19.6091003,0,18.1000004,no,0.671000004,7.3130002,97.9000015,1.31630003,24,666,20.2000008,13.4399996,15
Boston Charlestown,-71.0339966,42.2260017,15.2880001,0,18.1000004,no,0.671000004,6.64900017,93.3000031,1.34490001,24,666,20.2000008,23.2399998,13.8999996
Boston Charlestown,-71.038002,42.2265015,9.82349014,0,18.1000004,no,0.671000004,6.79400015,98.8000031,1.35800004,24,666,20.2000008,21.2399998,13.3000002
Boston Charlestown,-71.0400009,42.2248001,23.6481991,0,18.1000004,no,0.671000004,6.38000011,96.1999969,1.38610005,24,666,20.2000008,23.6900005,13.1000004
Boston Charlestown,-71.0400009,42.2275009,17.8666992,0,18.1000004,no,0.671000004,6.22300005,100,1.38610005,24,666,20.2000008,21.7800007,10.1999998
Boston Charlestown,-71.0459976,42.2299995,88.9761963,0,18.1000004,no,0.671000004,6.96799994,91.9000015,1.41649997,24,666,20.2000008,17.2099991,10.3999996
Boston East Boston,-71.0410004,42.2290001,15.8744001,0,18.1000004,no,0.671000004,6.54500008,99.0999985,1.51919997,24,666,20.2000008,21.0799999,10.8999996
Boston East Boston,-71.0230026,42.2286987,9.1870203,0,18.1000004,no,0.699999988,5.53599977,100,1.58039999,24,666,20.2000008,23.6000004,11.3000002
Boston East Boston,-71.0214996,42.2270012,7.9924798,0,18.1000004,no,0.699999988,5.51999998,100,1.53310001,24,666,20.2000008,24.5599995,12.3000002
Boston East Boston,-71.024498,42.2234993,20.0848999,0,18.1000004,no,0.699999988,4.36800003,91.1999969,1.43949997,24,666,20.2000008,30.6299992,8.80000019
Boston East Boston,-71.0234985,42.2212982,16.8118,0,18.1000004,no,0.699999988,5.27699995,98.0999985,1.42610002,24,666,20.2000008,30.8099995,7.19999981
Boston East Boston,-71.0227966,42.2230988,24.3938007,0,18.1000004,no,0.699999988,4.65199995,100,1.46720004,24,666,20.2000008,28.2800007,10.5
Boston East Boston,-71.0214996,42.2248001,22.5970993,0,18.1000004,no,0.699999988,5,89.5,1.51839995,24,666,20.2000008,31.9899998,7.4000001
Boston East Boston,-71.0195007,42.2254982,14.3337002,0,18.1000004,no,0.699999988,4.88000011,100,1.58949995,24,666,20.2000008,30.6200008,10.1999998
Boston East Boston,-71.0167999,42.2280998,8.15174007,0,18.1000004,no,0.699999988,5.38999987,98.9000015,1.72809994,24,666,20.2000008,20.8500004,11.5
Boston East Boston,-71.0109024,42.2299995,6.9621501,0,18.1000004,no,0.699999988,5.71299982,97,1.92649996,24,666,20.2000008,17.1100006,15.1000004
Boston East Boston,-71.0035019,42.2330017,5.29304981,0,18.1000004,no,0.699999988,6.05100012,82.5,2.16779995,24,666,20.2000008,18.7600002,23.2000008
Boston East Boston,-71.0199966,42.2205009,11.5778999,0,18.1000004,no,0.699999988,5.03599977,97,1.76999998,24,666,20.2000008,25.6800003,9.69999981
Boston South Boston,-71.0167007,42.2010002,8.64476013,0,18.1000004,no,0.693000019,6.19299984,92.5999985,1.79120004,24,666,20.2000008,15.1700001,13.8000002
Boston South Boston,-71.0199966,42.1992989,13.3598003,0,18.1000004,no,0.693000019,5.88700008,94.6999969,1.78209996,24,666,20.2000008,16.3500004,12.6999998
Boston South Boston,-71.0220032,42.1996002,8.71675014,0,18.1000004,no,0.693000019,6.47100019,98.8000031,1.72570002,24,666,20.2000008,17.1200008,13.1000004
Boston South Boston,-71.026001,42.1992989,5.87204981,0,18.1000004,no,0.693000019,6.40500021,96,1.67680001,24,666,20.2000008,19.3700008,12.5
Boston South Boston,-71.0250015,42.2024002,7.67201996,0,18.1000004,no,0.693000019,5.74700022,98.9000015,1.63339996,24,666,20.2000008,19.9200001,8.5
Boston South Boston,-71.0230026,42.2089996,38.351799,0,18.1000004,no,0.693000019,5.45300007,100,1.48959994,24,666,20.2000008,30.5900002,5
Boston South Boston,-71.0329971,42.2032013,9.91654968,0,18.1000004,no,0.693000019,5.85200024,77.8000031,1.50039995,24,666,20.2000008,29.9699993,6.30000019
Boston South Boston,-71.0326004,42.2010994,25.0461006,0,18.1000004,no,0.693000019,5.98699999,100,1.58879995,24,666,20.2000008,26.7700005,5.5999999
Boston South Boston,-71.0299988,42.2014999,14.2362003,0,18.1000004,no,0.693000019,6.34299994,100,1.57410002,24,666,20.2000008,20.3199997,7.19999981
Boston South Boston,-71.0299988,42.1987991,9.5957098,0,18.1000004,no,0.693000019,6.40399981,100,1.63900006,24,666,20.2000008,20.3099995,12.1000004
Boston South Boston,-71.0332031,42.1980019,24.8017006,0,18.1000004,no,0.693000019,5.34899998,96,1.70280004,24,666,20.2000008,19.7700005,8.30000019
Boston South Boston,-71.0345001,42.2000999,41.5292015,0,18.1000004,no,0.693000019,5.53100014,85.4000015,1.60739994,24,666,20.2000008,27.3799992,8.5
Boston South Boston,-71.0319977,42.2056999,67.9207993,0,18.1000004,no,0.693000019,5.68300009,100,1.42540002,24,666,20.2000008,22.9799995,5
Boston Downtown,-71.0390015,42.219799,20.7161999,0,18.1000004,no,0.658999979,4.13800001,100,1.17809999,24,666,20.2000008,23.3400002,11.8999996
Boston Downtown,-71.0427017,42.2089996,11.9511003,0,18.1000004,no,0.658999979,5.6079998,100,1.2852,24,666,20.2000008,12.1300001,27.8999996
Boston Downtown,-71.0437012,42.2050018,7.40389013,0,18.1000004,no,0.597000003,5.6170001,97.9000015,1.45469999,24,666,20.2000008,26.3999996,17.2000008
Boston Downtown,-71.0455017,42.2060013,14.4383001,0,18.1000004,no,0.597000003,6.85200024,100,1.4655,24,666,20.2000008,19.7800007,27.5
Boston Downtown,-71.0462036,42.2075005,51.1357994,0,18.1000004,no,0.597000003,5.75699997,100,1.41299999,24,666,20.2000008,10.1099997,15
Boston Downtown,-71.0486984,42.2047997,14.0507002,0,18.1000004,no,0.597000003,6.65700006,100,1.52750003,24,666,20.2000008,21.2199993,17.2000008
Boston Downtown,-71.0469971,42.2029991,18.8110008,0,18.1000004,no,0.597000003,4.62799978,100,1.5539,24,666,20.2000008,34.3699989,17.8999996
Boston Downtown,-71.0450974,42.2014999,28.6557999,0,18.1000004,no,0.597000003,5.15500021,100,1.58940005,24,666,20.2000008,20.0799999,16.2999992
Boston Roxbury,-71.0419998,42.1985016,45.7461014,0,18.1000004,no,0.693000019,4.51900005,100,1.65820003,24,666,20.2000008,36.9799995,7
Boston Roxbury,-71.0455017,42.1953011,18.0846004,0,18.1000004,no,0.67900002,6.43400002,100,1.83469999,24,666,20.2000008,29.0499992,7.19999981
Boston Roxbury,-71.047699,42.1964989,10.8341999,0,18.1000004,no,0.67900002,6.78200006,90.8000031,1.81949997,24,666,20.2000008,25.7900009,7.5
Boston Roxbury,-71.0497971,42.2006989,25.9405994,0,18.1000004,no,0.67900002,5.3039999,89.0999985,1.64750004,24,666,20.2000008,26.6399994,10.3999996
Boston Roxbury,-71.0524979,42.1988983,73.5341034,0,18.1000004,no,0.67900002,5.95699978,100,1.80260003,24,666,20.2000008,20.6200008,8.80000019
Boston Roxbury,-71.0586014,42.1999016,11.8122997,0,18.1000004,no,0.717999995,6.82399988,76.5,1.79400003,24,666,20.2000008,22.7399998,8.39999962
Boston Roxbury,-71.0617981,42.1990013,11.0874004,0,18.1000004,no,0.717999995,6.41099977,100,1.85889995,24,666,20.2000008,15.0200005,16.7000008
Boston Roxbury,-71.0650024,42.2018013,7.02259016,0,18.1000004,no,0.717999995,6.00600004,95.3000031,1.87460005,24,666,20.2000008,15.6999998,14.1999998
Boston Roxbury,-71.0664978,42.1969986,12.0481997,0,18.1000004,no,0.614000022,5.64799976,87.5999985,1.95120001,24,666,20.2000008,14.1000004,20.7999992
Boston Roxbury,-71.0618973,42.1948013,7.05041981,0,18.1000004,no,0.614000022,6.10300016,85.0999985,2.02180004,24,666,20.2000008,23.2900009,13.3999996
Boston Roxbury,-71.0589981,42.1920013,8.79211998,0,18.1000004,no,0.583999991,5.56500006,70.5999985,2.06349993,24,666,20.2000008,17.1599998,11.6999998
Boston Roxbury,-71.0577011,42.196701,15.8603001,0,18.1000004,no,0.67900002,5.89599991,95.4000015,1.90960002,24,666,20.2000008,24.3899994,8.30000019
Boston Roxbury,-71.0558014,42.1936989,12.2472,0,18.1000004,no,0.583999991,5.83699989,59.7000008,1.99759996,24,666,20.2000008,15.6899996,10.1999998
Boston Roxbury,-71.0541992,42.1960983,37.6618996,0,18.1000004,no,0.67900002,6.20200014,78.6999969,1.86290002,24,666,20.2000008,14.5200005,10.8999996
Boston Roxbury,-71.0521011,42.1940002,7.36710978,0,18.1000004,no,0.67900002,6.19299984,78.0999985,1.93560004,24,666,20.2000008,21.5200005,11
Boston Roxbury,-71.0485001,42.1920013,9.33889008,0,18.1000004,no,0.67900002,6.38000011,95.5999985,1.96819997,24,666,20.2000008,24.0799999,9.5
Boston Roxbury,-71.0547028,42.1889992,8.49213028,0,18.1000004,no,0.583999991,6.34800005,86.0999985,2.05270004,24,666,20.2000008,17.6399994,14.5
Boston Roxbury,-71.050499,42.1879997,10.0622997,0,18.1000004,no,0.583999991,6.83300018,94.3000031,2.08820009,24,666,20.2000008,19.6900005,14.1000004
Boston Roxbury,-71.052002,42.1853981,6.44404984,0,18.1000004,no,0.583999991,6.42500019,74.8000031,2.20040011,24,666,20.2000008,12.0299997,16.1000004
Boston Savin Hill,-71.0494995,42.1814995,5.58106995,0,18.1000004,no,0.713,6.43599987,87.9000015,2.31579995,24,666,20.2000008,16.2199993,14.3000002
Boston Savin Hill,-71.0475006,42.1842003,13.9133997,0,18.1000004,no,0.713,6.20800018,95,2.22219992,24,666,20.2000008,15.1700001,11.6999998
Boston Savin Hill,-71.0459976,42.1866989,11.1604004,0,18.1000004,no,0.74000001,6.62900019,94.5999985,2.12470007,24,666,20.2000008,23.2700005,13.3999996
Boston Savin Hill,-71.0455017,42.1893005,14.4208002,0,18.1000004,no,0.74000001,6.46099997,93.3000031,2.00259995,24,666,20.2000008,18.0499992,9.60000038
Boston Savin Hill,-71.0445023,42.1917,15.1772003,0,18.1000004,no,0.74000001,6.15199995,100,1.91419995,24,666,20.2000008,26.4500008,8.19999981
Boston Savin Hill,-71.0445023,42.1938019,13.6780996,0,18.1000004,no,0.74000001,5.93499994,87.9000015,1.82060003,24,666,20.2000008,34.0200005,8.39999962
Boston Savin Hill,-71.0370026,42.1940002,9.39062977,0,18.1000004,no,0.74000001,5.62699986,93.9000015,1.81719995,24,666,20.2000008,22.8799992,12.8000002
Boston Savin Hill,-71.0320969,42.1925011,22.0510998,0,18.1000004,no,0.74000001,5.81799984,92.4000015,1.86619997,24,666,20.2000008,22.1100006,10.5
Boston Savin Hill,-71.0345001,42.1850014,9.72418022,0,18.1000004,no,0.74000001,6.40600014,97.1999969,2.06509995,24,666,20.2000008,19.5200005,17.1000004
Boston Savin Hill,-71.0339966,42.1889992,5.66636992,0,18.1000004,no,0.74000001,6.21899986,100,2.00480008,24,666,20.2000008,16.5900002,14.8000002
Boston Savin Hill,-71.0378036,42.1892014,9.96654034,0,18.1000004,no,0.74000001,6.48500013,100,1.97839999,24,666,20.2000008,18.8500004,15.3999996
Boston Savin Hill,-71.0404968,42.1920013,12.8023005,0,18.1000004,no,0.74000001,5.85400009,96.5999985,1.89559996,24,666,20.2000008,23.7900009,10.8000002
Boston Savin Hill,-71.0425034,42.1889992,10.6717997,0,18.1000004,no,0.74000001,6.45900011,94.8000031,1.98790002,24,666,20.2000008,23.9799995,11.8000002
Boston Savin Hill,-71.0390015,42.1867981,6.2880702,0,18.1000004,no,0.74000001,6.34100008,96.4000015,2.07200003,24,666,20.2000008,17.7900009,14.8999996
Boston Savin Hill,-71.0370026,42.1839981,9.92485046,0,18.1000004,no,0.74000001,6.25099993,96.5999985,2.19799995,24,666,20.2000008,16.4400005,12.6000004
Boston Savin Hill,-71.0400009,42.1819992,9.32909012,0,18.1000004,no,0.713,6.18499994,98.6999969,2.26160002,24,666,20.2000008,18.1299992,14.1000004
Boston Savin Hill,-71.0428009,42.1845016,7.52601004,0,18.1000004,no,0.713,6.41699982,98.3000031,2.18499994,24,666,20.2000008,19.3099995,13
Boston Savin Hill,-71.0459976,42.1809998,6.71772003,0,18.1000004,no,0.713,6.74900007,92.5999985,2.32360005,24,666,20.2000008,17.4400005,13.3999996
Boston Savin Hill,-71.0410004,42.1795006,5.44114017,0,18.1000004,no,0.713,6.65500021,98.1999969,2.35520005,24,666,20.2000008,17.7299995,15.1999998
Boston Savin Hill,-71.0339966,42.1790009,5.09016991,0,18.1000004,no,0.713,6.29699993,91.8000031,2.36820006,24,666,20.2000008,17.2700005,16.1000004
Boston Savin Hill,-71.0400009,42.1769981,8.24808979,0,18.1000004,no,0.713,7.39300013,99.3000031,2.4526999,24,666,20.2000008,16.7399998,17.7999992
Boston Savin Hill,-71.0455017,42.1767998,9.51362991,0,18.1000004,no,0.713,6.72800016,94.0999985,2.49609995,24,666,20.2000008,18.7099991,14.3999996
Boston Savin Hill,-71.0510025,42.1780014,4.75236988,0,18.1000004,no,0.713,6.5250001,86.5,2.43580008,24,666,20.2000008,18.1299992,14.1000004
Boston Dorchester,-71.0516968,42.1735001,4.66882992,0,18.1000004,no,0.713,5.97599983,87.9000015,2.58060002,24,666,20.2000008,19.0100002,12.6999998
Boston Dorchester,-71.0514984,42.1699982,8.20057964,0,18.1000004,no,0.713,5.93599987,80.3000031,2.77920008,24,666,20.2000008,16.9400005,13.5
Boston Dorchester,-71.0475006,42.1689987,7.75223017,0,18.1000004,no,0.713,6.30100012,83.6999969,2.78309989,24,666,20.2000008,16.2299995,14.8999996
Boston Dorchester,-71.0429993,42.1689987,6.80116987,0,18.1000004,no,0.713,6.08099985,84.4000015,2.71749997,24,666,20.2000008,14.6999998,20
Boston Dorchester,-71.0429993,42.1727982,4.81212997,0,18.1000004,no,0.713,6.70100021,90,2.59750009,24,666,20.2000008,16.4200001,16.3999996
Boston Dorchester,-71.0350037,42.1744995,3.69310999,0,18.1000004,no,0.713,6.37599993,88.4000015,2.56710005,24,666,20.2000008,14.6499996,17.7000008
Boston Dorchester,-71.0309982,42.1694984,6.6549201,0,18.1000004,no,0.713,6.31699991,83,2.73440003,24,666,20.2000008,13.9899998,19.5
Boston Dorchester,-71.0357971,42.1674995,5.82114983,0,18.1000004,no,0.713,6.51300001,89.9000015,2.80159998,24,666,20.2000008,10.29,20.2000008
Boston Dorchester,-71.0449982,42.1640015,7.83932018,0,18.1000004,no,0.654999971,6.20900011,65.4000015,2.96339989,24,666,20.2000008,13.2200003,21.3999996
Boston Dorchester,-71.0550003,42.1650009,3.16359997,0,18.1000004,no,0.654999971,5.75899982,48.2000008,3.06649995,24,666,20.2000008,14.1300001,19.8999996
Boston Dorchester,-71.0550003,42.168499,3.77498007,0,18.1000004,no,0.654999971,5.95200014,84.6999969,2.87150002,24,666,20.2000008,17.1499996,19
Boston Mattapan,-71.0660019,42.1780014,4.42227983,0,18.1000004,no,0.583999991,6.00299978,94.5,2.54029989,24,666,20.2000008,21.3199997,19.1000004
Boston Mattapan,-71.0699997,42.1679993,15.5756998,0,18.1000004,no,0.579999983,5.92600012,71,2.90840006,24,666,20.2000008,18.1299992,19.1000004
Boston Mattapan,-71.0690002,42.1725006,13.0750999,0,18.1000004,no,0.579999983,5.71299982,56.7000008,2.82369995,24,666,20.2000008,14.7600002,20.1000004
Boston Mattapan,-71.0739975,42.1679993,4.34879017,0,18.1000004,no,0.579999983,6.16699982,84,3.03340006,24,666,20.2000008,16.2900009,19.8999996
Boston Mattapan,-71.0824966,42.1697998,4.03841019,0,18.1000004,no,0.532000005,6.22900009,90.6999969,3.09929991,24,666,20.2000008,12.8699999,19.6000004
Boston Mattapan,-71.0832977,42.1749992,3.56868005,0,18.1000004,no,0.579999983,6.4369998,75,2.89650011,24,666,20.2000008,14.3599997,23.2000008
Boston Forest Hills,-71.0731964,42.1839981,4.64689016,0,18.1000004,no,0.614000022,6.98000002,67.5999985,2.53290009,24,666,20.2000008,11.6599998,29.7999992
Boston Forest Hills,-71.0550003,42.1829987,8.05578995,0,18.1000004,no,0.583999991,5.42700005,95.4000015,2.42980003,24,666,20.2000008,18.1399994,13.8000002
Boston Forest Hills,-71.0511017,42.1879005,6.39311981,0,18.1000004,no,0.583999991,6.16200018,97.4000015,2.20600009,24,666,20.2000008,24.1000004,13.3000002
Boston Forest Hills,-71.0565033,42.1879997,4.87140989,0,18.1000004,no,0.614000022,6.48400021,93.5999985,2.3053,24,666,20.2000008,18.6800003,16.7000008
Boston Forest Hills,-71.052803,42.1920013,15.0234003,0,18.1000004,no,0.614000022,5.3039999,97.3000031,2.1006999,24,666,20.2000008,24.9099998,12
Boston Forest Hills,-71.0558014,42.1912994,10.2329998,0,18.1000004,no,0.614000022,6.18499994,96.6999969,2.17050004,24,666,20.2000008,18.0300007,14.6000004
Boston Forest Hills,-71.0670013,42.1945,14.3337002,0,18.1000004,no,0.614000022,6.22900009,88,1.95120001,24,666,20.2000008,13.1099997,21.3999996
Boston West Roxbury,-71.1007996,42.1739998,5.8240099,0,18.1000004,no,0.532000005,6.2420001,64.6999969,3.42420006,24,666,20.2000008,10.7399998,23
Boston West Roxbury,-71.0950012,42.1730003,5.70817995,0,18.1000004,no,0.532000005,6.75,74.9000015,3.33170009,24,666,20.2000008,7.73999977,23.7000008
Boston West Roxbury,-71.0899963,42.1665001,5.73116016,0,18.1000004,no,0.532000005,7.06099987,77,3.41059995,24,666,20.2000008,7.01000023,25
Boston West Roxbury,-71.0975037,42.1608009,2.81838012,0,18.1000004,no,0.532000005,5.76200008,40.2999992,4.09829998,24,666,20.2000008,10.4200001,21.7999992
Boston Hyde Park,-71.0803986,42.1539993,2.37857008,0,18.1000004,no,0.583000004,5.87099981,41.9000015,3.72399998,24,666,20.2000008,13.3400002,20.6000004
Boston Hyde Park,-71.0749969,42.1455002,3.67367005,0,18.1000004,no,0.583000004,6.3119998,51.9000015,3.99169993,24,666,20.2000008,10.5799999,21.2000008
Boston Hyde Park,-71.0715027,42.1549988,5.69175005,0,18.1000004,no,0.583000004,6.11399984,79.8000031,3.54590011,24,666,20.2000008,14.9799995,19.1000004
Boston Hyde Park,-71.0650024,42.1609993,4.83566999,0,18.1000004,no,0.583000004,5.90500021,53.2000008,3.15229988,24,666,20.2000008,11.4499998,20.6000004
Chelsea,-71.018898,42.2344017,0.150859997,0,27.7399998,no,0.609000027,5.454,92.6999969,1.82089996,4,711,20.1000004,18.0599995,15.1999998
Chelsea,-71.0227966,42.2335014,0.183369994,0,27.7399998,no,0.609000027,5.41400003,98.3000031,1.75539994,4,711,20.1000004,23.9699993,7
Chelsea,-71.024498,42.2368011,0.207460001,0,27.7399998,no,0.609000027,5.09299994,98,1.82260001,4,711,20.1000004,29.6800003,8.10000038
Chelsea,-71.0159988,42.2382011,0.105740003,0,27.7399998,no,0.609000027,5.9829998,98.8000031,1.86810005,4,711,20.1000004,18.0699997,13.6000004
Chelsea,-71.0297012,42.2447014,0.111319996,0,27.7399998,no,0.609000027,5.9829998,83.5,2.1099,4,711,20.1000004,13.3500004,20.1000004
Revere,-71.0124969,42.2462006,0.173309997,0,9.68999958,no,0.584999979,5.70699978,54,2.38170004,6,391,19.2000008,12.0100002,21.7999992
Revere,-71.0124969,42.25,0.279570013,0,9.68999958,no,0.584999979,5.92600012,42.5999985,2.38170004,6,391,19.2000008,13.5900002,24.5
Revere,-71.010498,42.2546997,0.178990006,0,9.68999958,no,0.584999979,5.67000008,28.7999992,2.79859996,6,391,19.2000008,17.6000004,23.1000004
Revere,-71.0009995,42.2524986,0.289600015,0,9.68999958,no,0.584999979,5.38999987,72.9000015,2.79859996,6,391,19.2000008,21.1399994,19.7000008
Revere,-70.9946976,42.2495995,0.268379986,0,9.68999958,no,0.584999979,5.79400015,70.5999985,2.89269996,6,391,19.2000008,14.1000004,18.2999992
Revere,-71.0049973,42.2454987,0.239120007,0,9.68999958,no,0.584999979,6.01900005,65.3000031,2.40910006,6,391,19.2000008,12.9200001,21.2000008
Revere,-70.998497,42.243,0.177829996,0,9.68999958,no,0.584999979,5.56899977,73.5,2.39989996,6,391,19.2000008,15.1000004,17.5
Revere,-70.9919968,42.237999,0.224380001,0,9.68999958,no,0.584999979,6.02699995,79.6999969,2.49819994,6,391,19.2000008,14.3299999,16.7999992
Winthrop,-70.9860001,42.2312012,0.062629998,0,11.9300003,no,0.573000014,6.59299994,69.0999985,2.47860003,1,273,21,9.67000008,22.3999996
Winthrop,-70.9909973,42.2275009,0.04527,0,11.9300003,no,0.573000014,6.11999989,76.6999969,2.2874999,1,273,21,9.07999992,20.6000004
Winthrop,-70.9947968,42.2260017,0.060759999,0,11.9300003,no,0.573000014,6.97599983,91,2.16750002,1,273,21,5.63999987,23.8999996
Winthrop,-70.9875031,42.223999,0.109590001,0,11.9300003,no,0.573000014,6.79400015,89.3000031,2.38890004,1,273,21,6.48000002,22
Winthrop,-70.9824982,42.2210007,0.04741,0,11.9300003,no,0.573000014,6.03000021,80.8000031,2.50500011,1,273,21,7.88000011,19
