# 数据名: 欧洲赤膀鸭的秋季迁徙模式
标签,经度,纬度,坐标系统,开始时间,结束时间,说明
漈凫,11.7175,48.2105,WGS_84,2009-8-4 15:0:0,2009-8-4 15:0:0,gps
漈凫,11.73233,48.21217,WGS_84,2009-8-4 21:0:0,2009-8-4 21:0:0,gps
漈凫,11.72833,48.21483,WGS_84,2009-8-5 6:0:0,2009-8-5 6:0:0,gps
漈凫,11.728,48.21533,WGS_84,2009-8-5 9:0:0,2009-8-5 9:0:0,gps
漈凫,11.72767,48.21483,WGS_84,2009-8-5 15:0:0,2009-8-5 15:0:0,gps
漈凫,11.73283,48.21267,WGS_84,2009-8-5 21:0:0,2009-8-5 21:0:0,gps
漈凫,11.73,48.22,WGS_84,2009-8-6 6:0:0,2009-8-6 6:0:0,gps
漈凫,11.7275,48.21433,WGS_84,2009-8-6 9:0:0,2009-8-6 9:0:0,gps
漈凫,11.72733,48.21467,WGS_84,2009-8-6 15:0:0,2009-8-6 15:0:0,gps
漈凫,11.72817,48.21383,WGS_84,2009-8-6 21:0:0,2009-8-6 21:0:0,gps
漈凫,11.73567,48.20983,WGS_84,2009-8-7 6:0:0,2009-8-7 6:0:0,gps
漈凫,11.73833,48.21017,WGS_84,2009-8-7 9:0:0,2009-8-7 9:0:0,gps
漈凫,11.738,48.21017,WGS_84,2009-8-7 15:0:0,2009-8-7 15:0:0,gps
漈凫,11.7365,48.209,WGS_84,2009-8-7 21:0:0,2009-8-7 21:0:0,gps
漈凫,11.72867,48.21533,WGS_84,2009-8-8 9:0:0,2009-8-8 9:0:0,gps
漈凫,11.72817,48.21367,WGS_84,2009-8-8 15:0:0,2009-8-8 15:0:0,gps
漈凫,11.73167,48.21283,WGS_84,2009-8-8 21:0:0,2009-8-8 21:0:0,gps
漈凫,11.728,48.21433,WGS_84,2009-8-9 15:0:0,2009-8-9 15:0:0,gps
漈凫,11.73333,48.21233,WGS_84,2009-8-9 21:0:0,2009-8-9 21:0:0,gps
漈凫,11.72733,48.21983,WGS_84,2009-8-10 6:0:0,2009-8-10 6:0:0,gps
漈凫,11.7275,48.2145,WGS_84,2009-8-10 9:0:0,2009-8-10 9:0:0,gps
漈凫,11.72833,48.21267,WGS_84,2009-8-10 15:0:0,2009-8-10 15:0:0,gps
漈凫,11.728,48.21183,WGS_84,2009-8-10 21:0:0,2009-8-10 21:0:0,gps
漈凫,11.7305,48.2125,WGS_84,2009-8-11 6:0:0,2009-8-11 6:0:0,gps
漈凫,11.72817,48.21183,WGS_84,2009-8-11 15:0:0,2009-8-11 15:0:0,gps
漈凫,11.72833,48.21183,WGS_84,2009-8-11 21:0:0,2009-8-11 21:0:0,gps
漈凫,11.7285,48.2145,WGS_84,2009-8-12 6:0:0,2009-8-12 6:0:0,gps
漈凫,11.728,48.21467,WGS_84,2009-8-12 9:0:0,2009-8-12 9:0:0,gps
漈凫,11.72767,48.21267,WGS_84,2009-8-12 15:0:0,2009-8-12 15:0:0,gps
漈凫,11.73117,48.21317,WGS_84,2009-8-12 21:0:0,2009-8-12 21:0:0,gps
漈凫,11.725,48.20767,WGS_84,2009-8-13 6:0:0,2009-8-13 6:0:0,gps
漈凫,11.72483,48.20667,WGS_84,2009-8-13 9:0:0,2009-8-13 9:0:0,gps
漈凫,11.725,48.209,WGS_84,2009-8-13 15:0:0,2009-8-13 15:0:0,gps
漈凫,11.727,48.2065,WGS_84,2009-8-13 21:0:0,2009-8-13 21:0:0,gps
漈凫,11.72433,48.2075,WGS_84,2009-8-14 6:0:0,2009-8-14 6:0:0,gps
漈凫,11.72467,48.20783,WGS_84,2009-8-14 9:0:0,2009-8-14 9:0:0,gps
漈凫,11.72467,48.208,WGS_84,2009-8-14 15:0:0,2009-8-14 15:0:0,gps
漈凫,11.72883,48.2115,WGS_84,2009-8-14 21:0:0,2009-8-14 21:0:0,gps
漈凫,11.73533,48.20967,WGS_84,2009-8-15 6:0:0,2009-8-15 6:0:0,gps
漈凫,11.74117,48.21117,WGS_84,2009-8-15 9:0:0,2009-8-15 9:0:0,gps
漈凫,11.74133,48.21067,WGS_84,2009-8-15 15:0:0,2009-8-15 15:0:0,gps
漈凫,11.736,48.20933,WGS_84,2009-8-15 21:0:0,2009-8-15 21:0:0,gps
漈凫,11.73583,48.20917,WGS_84,2009-8-16 6:0:0,2009-8-16 6:0:0,gps
漈凫,11.7355,48.20967,WGS_84,2009-8-16 9:0:0,2009-8-16 9:0:0,gps
漈凫,11.74117,48.2105,WGS_84,2009-8-16 15:0:0,2009-8-16 15:0:0,gps
漈凫,11.74867,48.21083,WGS_84,2009-8-16 21:0:0,2009-8-16 21:0:0,gps
漈凫,11.7245,48.20783,WGS_84,2009-8-17 9:0:0,2009-8-17 9:0:0,gps
漈凫,11.72567,48.207,WGS_84,2009-8-17 15:0:0,2009-8-17 15:0:0,gps
漈凫,11.72533,48.2065,WGS_84,2009-8-17 21:0:0,2009-8-17 21:0:0,gps
漈凫,11.72467,48.208,WGS_84,2009-8-18 6:0:0,2009-8-18 6:0:0,gps
漈凫,11.72483,48.20783,WGS_84,2009-8-18 9:0:0,2009-8-18 9:0:0,gps
漈凫,11.72467,48.208,WGS_84,2009-8-18 15:0:0,2009-8-18 15:0:0,gps
漈凫,11.73033,48.20833,WGS_84,2009-8-18 21:0:0,2009-8-18 21:0:0,gps
漈凫,11.72467,48.20783,WGS_84,2009-8-19 6:0:0,2009-8-19 6:0:0,gps
漈凫,11.72417,48.2075,WGS_84,2009-8-19 9:0:0,2009-8-19 9:0:0,gps
漈凫,11.72717,48.2075,WGS_84,2009-8-19 15:0:0,2009-8-19 15:0:0,gps
漈凫,11.7305,48.20833,WGS_84,2009-8-19 21:0:0,2009-8-19 21:0:0,gps
漈凫,11.72433,48.2075,WGS_84,2009-8-20 6:0:0,2009-8-20 6:0:0,gps
漈凫,11.72467,48.20783,WGS_84,2009-8-20 9:0:0,2009-8-20 9:0:0,gps
漈凫,11.72783,48.20733,WGS_84,2009-8-20 15:0:0,2009-8-20 15:0:0,gps
漈凫,11.73267,48.207,WGS_84,2009-8-20 21:0:0,2009-8-20 21:0:0,gps
漈凫,11.724,48.20767,WGS_84,2009-8-21 9:0:0,2009-8-21 9:0:0,gps
漈凫,11.72467,48.20783,WGS_84,2009-8-21 15:0:0,2009-8-21 15:0:0,gps
漈凫,11.73283,48.20717,WGS_84,2009-8-21 21:0:0,2009-8-21 21:0:0,gps
漈凫,11.7305,48.20817,WGS_84,2009-8-22 6:0:0,2009-8-22 6:0:0,gps
漈凫,11.73033,48.20833,WGS_84,2009-8-22 9:0:0,2009-8-22 9:0:0,gps
漈凫,11.72917,48.20717,WGS_84,2009-8-22 15:0:0,2009-8-22 15:0:0,gps
漈凫,11.73017,48.20667,WGS_84,2009-8-22 21:0:0,2009-8-22 21:0:0,gps
漈凫,11.741,48.21083,WGS_84,2009-8-23 6:0:0,2009-8-23 6:0:0,gps
漈凫,11.74117,48.21017,WGS_84,2009-8-23 9:0:0,2009-8-23 9:0:0,gps
漈凫,11.7405,48.2105,WGS_84,2009-8-23 15:0:0,2009-8-23 15:0:0,gps
漈凫,11.7305,48.2085,WGS_84,2009-8-23 21:0:0,2009-8-23 21:0:0,gps
漈凫,11.741,48.21033,WGS_84,2009-8-24 9:0:0,2009-8-24 9:0:0,gps
漈凫,11.739,48.21167,WGS_84,2009-8-24 15:0:0,2009-8-24 15:0:0,gps
漈凫,11.73033,48.2085,WGS_84,2009-8-24 21:0:0,2009-8-24 21:0:0,gps
漈凫,11.74117,48.21083,WGS_84,2009-8-25 6:0:0,2009-8-25 6:0:0,gps
漈凫,11.74133,48.2095,WGS_84,2009-8-25 9:0:0,2009-8-25 9:0:0,gps
漈凫,11.74167,48.21133,WGS_84,2009-8-25 15:0:0,2009-8-25 15:0:0,gps
漈凫,11.73033,48.20833,WGS_84,2009-8-25 21:0:0,2009-8-25 21:0:0,gps
漈凫,11.741,48.2105,WGS_84,2009-8-26 6:0:0,2009-8-26 6:0:0,gps
漈凫,11.741,48.2105,WGS_84,2009-8-26 9:0:0,2009-8-26 9:0:0,gps
漈凫,11.743,48.2095,WGS_84,2009-8-26 15:0:0,2009-8-26 15:0:0,gps
漈凫,11.73033,48.2085,WGS_84,2009-8-26 21:0:0,2009-8-26 21:0:0,gps
漈凫,11.74117,48.21067,WGS_84,2009-8-27 6:0:0,2009-8-27 6:0:0,gps
漈凫,11.74117,48.20917,WGS_84,2009-8-27 9:0:0,2009-8-27 9:0:0,gps
漈凫,11.741,48.2105,WGS_84,2009-8-27 15:0:0,2009-8-27 15:0:0,gps
漈凫,11.74,48.21,WGS_84,2009-8-27 21:0:0,2009-8-27 21:0:0,gps
漈凫,11.741,48.21067,WGS_84,2009-8-28 6:0:0,2009-8-28 6:0:0,gps
漈凫,11.74133,48.20917,WGS_84,2009-8-28 9:0:0,2009-8-28 9:0:0,gps
漈凫,11.74117,48.21067,WGS_84,2009-8-28 15:0:0,2009-8-28 15:0:0,gps
漈凫,11.74,48.2095,WGS_84,2009-8-28 21:0:0,2009-8-28 21:0:0,gps
漈凫,11.741,48.21033,WGS_84,2009-8-29 6:0:0,2009-8-29 6:0:0,gps
漈凫,11.74067,48.21033,WGS_84,2009-8-29 9:0:0,2009-8-29 9:0:0,gps
漈凫,11.73867,48.20917,WGS_84,2009-8-29 15:0:0,2009-8-29 15:0:0,gps
漈凫,11.74083,48.21067,WGS_84,2009-8-29 21:0:0,2009-8-29 21:0:0,gps
漈凫,11.741,48.21083,WGS_84,2009-8-30 6:0:0,2009-8-30 6:0:0,gps
漈凫,11.74183,48.21133,WGS_84,2009-8-30 9:0:0,2009-8-30 9:0:0,gps
漈凫,11.739,48.21033,WGS_84,2009-8-30 15:0:0,2009-8-30 15:0:0,gps
漈凫,11.73933,48.21167,WGS_84,2009-8-30 21:0:0,2009-8-30 21:0:0,gps
漈凫,11.741,48.21067,WGS_84,2009-8-31 6:0:0,2009-8-31 6:0:0,gps
漈凫,11.74017,48.21033,WGS_84,2009-8-31 15:0:0,2009-8-31 15:0:0,gps
漈凫,11.73017,48.20917,WGS_84,2009-8-31 21:0:0,2009-8-31 21:0:0,gps
漈凫,11.741,48.2105,WGS_84,2009-9-1 6:0:0,2009-9-1 6:0:0,gps
漈凫,11.7405,48.21,WGS_84,2009-9-1 9:0:0,2009-9-1 9:0:0,gps
漈凫,11.74033,48.21133,WGS_84,2009-9-1 15:0:0,2009-9-1 15:0:0,gps
漈凫,11.73967,48.21067,WGS_84,2009-9-1 21:0:0,2009-9-1 21:0:0,gps
漈凫,11.73217,48.2095,WGS_84,2009-9-2 6:0:0,2009-9-2 6:0:0,gps
漈凫,11.732,48.20983,WGS_84,2009-9-2 9:0:0,2009-9-2 9:0:0,gps
漈凫,11.74017,48.21133,WGS_84,2009-9-2 15:0:0,2009-9-2 15:0:0,gps
漈凫,11.73,48.20883,WGS_84,2009-9-2 21:0:0,2009-9-2 21:0:0,gps
漈凫,11.73,48.209,WGS_84,2009-9-3 6:0:0,2009-9-3 6:0:0,gps
漈凫,11.71967,48.20633,WGS_84,2009-9-3 15:0:0,2009-9-3 15:0:0,gps
漈凫,11.72883,48.20883,WGS_84,2009-9-3 21:0:0,2009-9-3 21:0:0,gps
漈凫,11.73,48.209,WGS_84,2009-9-4 9:0:0,2009-9-4 9:0:0,gps
漈凫,11.7295,48.2075,WGS_84,2009-9-4 15:0:0,2009-9-4 15:0:0,gps
漈凫,11.73,48.209,WGS_84,2009-9-4 21:0:0,2009-9-4 21:0:0,gps
漈凫,11.72483,48.2065,WGS_84,2009-9-5 9:0:0,2009-9-5 9:0:0,gps
漈凫,11.7285,48.2085,WGS_84,2009-9-5 15:0:0,2009-9-5 15:0:0,gps
漈凫,11.72983,48.209,WGS_84,2009-9-5 21:0:0,2009-9-5 21:0:0,gps
漈凫,11.72617,48.20817,WGS_84,2009-9-6 9:0:0,2009-9-6 9:0:0,gps
漈凫,11.72833,48.20817,WGS_84,2009-9-6 15:0:0,2009-9-6 15:0:0,gps
漈凫,11.7285,48.207,WGS_84,2009-9-6 21:0:0,2009-9-6 21:0:0,gps
漈凫,11.72983,48.20917,WGS_84,2009-9-7 6:0:0,2009-9-7 6:0:0,gps
漈凫,11.73,48.209,WGS_84,2009-9-7 9:0:0,2009-9-7 9:0:0,gps
漈凫,11.739,48.21117,WGS_84,2009-9-7 15:0:0,2009-9-7 15:0:0,gps
漈凫,11.74017,48.21033,WGS_84,2009-9-7 21:0:0,2009-9-7 21:0:0,gps
漈凫,11.73,48.20917,WGS_84,2009-9-8 6:0:0,2009-9-8 6:0:0,gps
漈凫,11.732,48.20983,WGS_84,2009-9-8 9:0:0,2009-9-8 9:0:0,gps
漈凫,11.74067,48.21,WGS_84,2009-9-8 15:0:0,2009-9-8 15:0:0,gps
漈凫,11.73933,48.21133,WGS_84,2009-9-8 21:0:0,2009-9-8 21:0:0,gps
漈凫,11.73167,48.20967,WGS_84,2009-9-9 6:0:0,2009-9-9 6:0:0,gps
漈凫,11.73117,48.21,WGS_84,2009-9-9 9:0:0,2009-9-9 9:0:0,gps
漈凫,11.7405,48.20967,WGS_84,2009-9-9 15:0:0,2009-9-9 15:0:0,gps
漈凫,11.739,48.21017,WGS_84,2009-9-9 21:0:0,2009-9-9 21:0:0,gps
漈凫,11.729,48.20983,WGS_84,2009-9-10 9:0:0,2009-9-10 9:0:0,gps
漈凫,11.71367,48.20717,WGS_84,2009-9-10 15:0:0,2009-9-10 15:0:0,gps
漈凫,11.714,48.205,WGS_84,2009-9-10 21:0:0,2009-9-10 21:0:0,gps
漈凫,11.732,48.20983,WGS_84,2009-9-11 6:0:0,2009-9-11 6:0:0,gps
漈凫,11.741,48.211,WGS_84,2009-9-11 9:0:0,2009-9-11 9:0:0,gps
漈凫,11.7125,48.206,WGS_84,2009-9-11 15:0:0,2009-9-11 15:0:0,gps
漈凫,11.71317,48.2055,WGS_84,2009-9-11 21:0:0,2009-9-11 21:0:0,gps
漈凫,11.732,48.20967,WGS_84,2009-9-12 6:0:0,2009-9-12 6:0:0,gps
漈凫,11.732,48.20967,WGS_84,2009-9-12 9:0:0,2009-9-12 9:0:0,gps
漈凫,11.7295,48.208,WGS_84,2009-9-12 15:0:0,2009-9-12 15:0:0,gps
漈凫,11.72867,48.20733,WGS_84,2009-9-12 21:0:0,2009-9-12 21:0:0,gps
漈凫,11.732,48.20983,WGS_84,2009-9-13 6:0:0,2009-9-13 6:0:0,gps
漈凫,11.72983,48.20833,WGS_84,2009-9-13 15:0:0,2009-9-13 15:0:0,gps
漈凫,11.732,48.20983,WGS_84,2009-9-14 6:0:0,2009-9-14 6:0:0,gps
漈凫,11.73233,48.20967,WGS_84,2009-9-14 9:0:0,2009-9-14 9:0:0,gps
漈凫,11.73467,48.209,WGS_84,2009-9-14 15:0:0,2009-9-14 15:0:0,gps
漈凫,11.734,48.20817,WGS_84,2009-9-14 21:0:0,2009-9-14 21:0:0,gps
漈凫,11.73183,48.20967,WGS_84,2009-9-15 6:0:0,2009-9-15 6:0:0,gps
漈凫,11.73167,48.2095,WGS_84,2009-9-15 9:0:0,2009-9-15 9:0:0,gps
漈凫,11.71967,48.20817,WGS_84,2009-9-15 15:0:0,2009-9-15 15:0:0,gps
漈凫,11.72267,48.20683,WGS_84,2009-9-15 21:0:0,2009-9-15 21:0:0,gps
漈凫,11.73217,48.20983,WGS_84,2009-9-16 6:0:0,2009-9-16 6:0:0,gps
漈凫,11.72933,48.209,WGS_84,2009-9-16 15:0:0,2009-9-16 15:0:0,gps
漈凫,11.729,48.20667,WGS_84,2009-9-16 21:0:0,2009-9-16 21:0:0,gps
漈凫,11.72983,48.20917,WGS_84,2009-9-17 6:0:0,2009-9-17 6:0:0,gps
漈凫,11.7305,48.20883,WGS_84,2009-9-17 9:0:0,2009-9-17 9:0:0,gps
漈凫,11.71817,48.2155,WGS_84,2009-9-17 15:0:0,2009-9-17 15:0:0,gps
漈凫,11.713,48.20483,WGS_84,2009-9-17 21:0:0,2009-9-17 21:0:0,gps
漈凫,11.73217,48.20967,WGS_84,2009-9-18 6:0:0,2009-9-18 6:0:0,gps
漈凫,11.73183,48.20983,WGS_84,2009-9-18 9:0:0,2009-9-18 9:0:0,gps
漈凫,11.72117,48.20667,WGS_84,2009-9-18 15:0:0,2009-9-18 15:0:0,gps
漈凫,11.68017,48.20233,WGS_84,2009-9-18 21:0:0,2009-9-18 21:0:0,gps
漈凫,11.72817,48.21367,WGS_84,2009-9-19 6:0:0,2009-9-19 6:0:0,gps
漈凫,11.72817,48.214,WGS_84,2009-9-19 9:0:0,2009-9-19 9:0:0,gps
漈凫,11.72017,48.2075,WGS_84,2009-9-19 15:0:0,2009-9-19 15:0:0,gps
漈凫,11.7195,48.2075,WGS_84,2009-9-19 21:0:0,2009-9-19 21:0:0,gps
漈凫,11.73083,48.2125,WGS_84,2009-9-20 6:0:0,2009-9-20 6:0:0,gps
漈凫,11.71983,48.20833,WGS_84,2009-9-20 15:0:0,2009-9-20 15:0:0,gps
漈凫,11.73467,48.20867,WGS_84,2009-9-20 21:0:0,2009-9-20 21:0:0,gps
漈凫,11.75883,48.22283,WGS_84,2009-9-21 6:0:0,2009-9-21 6:0:0,gps
漈凫,11.72817,48.214,WGS_84,2009-9-21 9:0:0,2009-9-21 9:0:0,gps
漈凫,11.7245,48.21083,WGS_84,2009-9-21 15:0:0,2009-9-21 15:0:0,gps
漈凫,11.68067,48.20217,WGS_84,2009-9-21 21:0:0,2009-9-21 21:0:0,gps
漈凫,11.72817,48.214,WGS_84,2009-9-22 9:0:0,2009-9-22 9:0:0,gps
漈凫,11.74233,48.21083,WGS_84,2009-9-22 15:0:0,2009-9-22 15:0:0,gps
漈凫,11.734,48.209,WGS_84,2009-9-22 21:0:0,2009-9-22 21:0:0,gps
漈凫,11.7265,48.21383,WGS_84,2009-9-23 9:0:0,2009-9-23 9:0:0,gps
漈凫,11.72033,48.2085,WGS_84,2009-9-23 15:0:0,2009-9-23 15:0:0,gps
漈凫,11.72017,48.20683,WGS_84,2009-9-23 21:0:0,2009-9-23 21:0:0,gps
漈凫,11.7295,48.21467,WGS_84,2009-9-24 6:0:0,2009-9-24 6:0:0,gps
漈凫,11.73017,48.215,WGS_84,2009-9-24 9:0:0,2009-9-24 9:0:0,gps
漈凫,11.71683,48.20983,WGS_84,2009-9-24 15:0:0,2009-9-24 15:0:0,gps
漈凫,11.73383,48.20867,WGS_84,2009-9-24 21:0:0,2009-9-24 21:0:0,gps
漈凫,11.726,48.21417,WGS_84,2009-9-25 9:0:0,2009-9-25 9:0:0,gps
漈凫,11.728,48.214,WGS_84,2009-9-25 15:0:0,2009-9-25 15:0:0,gps
漈凫,10.649,47.9895,WGS_84,2009-9-25 21:0:0,2009-9-25 21:0:0,gps
漈凫,9.83183,47.873,WGS_84,2009-9-26 6:0:0,2009-9-26 6:0:0,gps
漈凫,9.836,47.877,WGS_84,2009-9-26 9:0:0,2009-9-26 9:0:0,gps
漈凫,9.84167,47.87467,WGS_84,2009-9-26 15:0:0,2009-9-26 15:0:0,gps
漈凫,9.1185,47.672,WGS_84,2009-9-26 21:0:0,2009-9-26 21:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-9-27 6:0:0,2009-9-27 6:0:0,gps
漈凫,9.12117,47.67067,WGS_84,2009-9-27 9:0:0,2009-9-27 9:0:0,gps
漈凫,9.121,47.67067,WGS_84,2009-9-27 15:0:0,2009-9-27 15:0:0,gps
漈凫,9.11817,47.67283,WGS_84,2009-9-27 21:0:0,2009-9-27 21:0:0,gps
漈凫,9.121,47.67067,WGS_84,2009-9-28 6:0:0,2009-9-28 6:0:0,gps
漈凫,9.12133,47.67067,WGS_84,2009-9-28 9:0:0,2009-9-28 9:0:0,gps
漈凫,9.12117,47.67067,WGS_84,2009-9-28 15:0:0,2009-9-28 15:0:0,gps
漈凫,9.115,47.67217,WGS_84,2009-9-28 21:0:0,2009-9-28 21:0:0,gps
漈凫,9.121,47.6705,WGS_84,2009-9-29 6:0:0,2009-9-29 6:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-9-29 9:0:0,2009-9-29 9:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-9-29 15:0:0,2009-9-29 15:0:0,gps
漈凫,9.118,47.672,WGS_84,2009-9-29 21:0:0,2009-9-29 21:0:0,gps
漈凫,9.12,47.671,WGS_84,2009-9-30 6:0:0,2009-9-30 6:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-9-30 9:0:0,2009-9-30 9:0:0,gps
漈凫,9.12117,47.67067,WGS_84,2009-9-30 15:0:0,2009-9-30 15:0:0,gps
漈凫,9.1085,47.679,WGS_84,2009-9-30 21:0:0,2009-9-30 21:0:0,gps
漈凫,9.121,47.6705,WGS_84,2009-10-1 6:0:0,2009-10-1 6:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-10-1 9:0:0,2009-10-1 9:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-10-1 15:0:0,2009-10-1 15:0:0,gps
漈凫,9.1195,47.67117,WGS_84,2009-10-1 21:0:0,2009-10-1 21:0:0,gps
漈凫,9.12067,47.67017,WGS_84,2009-10-2 6:0:0,2009-10-2 6:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-10-2 9:0:0,2009-10-2 9:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-2 15:0:0,2009-10-2 15:0:0,gps
漈凫,9.11767,47.67167,WGS_84,2009-10-2 21:0:0,2009-10-2 21:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-3 6:0:0,2009-10-3 6:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-10-3 9:0:0,2009-10-3 9:0:0,gps
漈凫,9.12033,47.6705,WGS_84,2009-10-3 15:0:0,2009-10-3 15:0:0,gps
漈凫,9.11783,47.67167,WGS_84,2009-10-3 21:0:0,2009-10-3 21:0:0,gps
漈凫,9.119,47.66617,WGS_84,2009-10-4 6:0:0,2009-10-4 6:0:0,gps
漈凫,9.11817,47.66583,WGS_84,2009-10-4 9:0:0,2009-10-4 9:0:0,gps
漈凫,9.121,47.6705,WGS_84,2009-10-4 15:0:0,2009-10-4 15:0:0,gps
漈凫,9.11683,47.67333,WGS_84,2009-10-4 21:0:0,2009-10-4 21:0:0,gps
漈凫,9.11783,47.66617,WGS_84,2009-10-5 6:0:0,2009-10-5 6:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-5 9:0:0,2009-10-5 9:0:0,gps
漈凫,9.12033,47.67067,WGS_84,2009-10-5 15:0:0,2009-10-5 15:0:0,gps
漈凫,9.11783,47.67217,WGS_84,2009-10-5 21:0:0,2009-10-5 21:0:0,gps
漈凫,9.11383,47.66883,WGS_84,2009-10-6 6:0:0,2009-10-6 6:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-10-6 9:0:0,2009-10-6 9:0:0,gps
漈凫,9.12117,47.67033,WGS_84,2009-10-6 15:0:0,2009-10-6 15:0:0,gps
漈凫,9.11817,47.67267,WGS_84,2009-10-6 21:0:0,2009-10-6 21:0:0,gps
漈凫,9.118,47.66683,WGS_84,2009-10-7 6:0:0,2009-10-7 6:0:0,gps
漈凫,9.12117,47.67033,WGS_84,2009-10-7 9:0:0,2009-10-7 9:0:0,gps
漈凫,9.12083,47.67067,WGS_84,2009-10-7 15:0:0,2009-10-7 15:0:0,gps
漈凫,9.11783,47.67233,WGS_84,2009-10-7 21:0:0,2009-10-7 21:0:0,gps
漈凫,9.111,47.67733,WGS_84,2009-10-8 6:0:0,2009-10-8 6:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-8 9:0:0,2009-10-8 9:0:0,gps
漈凫,9.12133,47.6705,WGS_84,2009-10-8 15:0:0,2009-10-8 15:0:0,gps
漈凫,9.118,47.6725,WGS_84,2009-10-8 21:0:0,2009-10-8 21:0:0,gps
漈凫,9.121,47.6705,WGS_84,2009-10-9 6:0:0,2009-10-9 6:0:0,gps
漈凫,9.121,47.6705,WGS_84,2009-10-9 9:0:0,2009-10-9 9:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-9 15:0:0,2009-10-9 15:0:0,gps
漈凫,9.11767,47.6725,WGS_84,2009-10-9 21:0:0,2009-10-9 21:0:0,gps
漈凫,9.121,47.6695,WGS_84,2009-10-10 6:0:0,2009-10-10 6:0:0,gps
漈凫,9.11867,47.66617,WGS_84,2009-10-10 9:0:0,2009-10-10 9:0:0,gps
漈凫,9.12217,47.67017,WGS_84,2009-10-10 15:0:0,2009-10-10 15:0:0,gps
漈凫,9.11867,47.671,WGS_84,2009-10-10 21:0:0,2009-10-10 21:0:0,gps
漈凫,9.11867,47.66617,WGS_84,2009-10-11 6:0:0,2009-10-11 6:0:0,gps
漈凫,9.12033,47.67083,WGS_84,2009-10-11 15:0:0,2009-10-11 15:0:0,gps
漈凫,9.11883,47.67083,WGS_84,2009-10-11 21:0:0,2009-10-11 21:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-12 6:0:0,2009-10-12 6:0:0,gps
漈凫,9.11333,47.6665,WGS_84,2009-10-12 9:0:0,2009-10-12 9:0:0,gps
漈凫,9.11583,47.66583,WGS_84,2009-10-12 15:0:0,2009-10-12 15:0:0,gps
漈凫,9.11883,47.67083,WGS_84,2009-10-12 21:0:0,2009-10-12 21:0:0,gps
漈凫,9.11833,47.66617,WGS_84,2009-10-13 6:0:0,2009-10-13 6:0:0,gps
漈凫,9.12167,47.67017,WGS_84,2009-10-13 9:0:0,2009-10-13 9:0:0,gps
漈凫,9.11733,47.66583,WGS_84,2009-10-13 15:0:0,2009-10-13 15:0:0,gps
漈凫,9.11833,47.67067,WGS_84,2009-10-13 21:0:0,2009-10-13 21:0:0,gps
漈凫,9.11733,47.67067,WGS_84,2009-10-14 6:0:0,2009-10-14 6:0:0,gps
漈凫,9.11867,47.67083,WGS_84,2009-10-14 15:0:0,2009-10-14 15:0:0,gps
漈凫,9.1175,47.67167,WGS_84,2009-10-14 21:0:0,2009-10-14 21:0:0,gps
漈凫,9.116,47.66983,WGS_84,2009-10-15 6:0:0,2009-10-15 6:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-15 9:0:0,2009-10-15 9:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-15 15:0:0,2009-10-15 15:0:0,gps
漈凫,9.11817,47.67117,WGS_84,2009-10-15 21:0:0,2009-10-15 21:0:0,gps
漈凫,9.1215,47.66967,WGS_84,2009-10-16 6:0:0,2009-10-16 6:0:0,gps
漈凫,9.11833,47.666,WGS_84,2009-10-16 9:0:0,2009-10-16 9:0:0,gps
漈凫,9.10917,47.6675,WGS_84,2009-10-16 15:0:0,2009-10-16 15:0:0,gps
漈凫,9.119,47.671,WGS_84,2009-10-16 21:0:0,2009-10-16 21:0:0,gps
漈凫,9.11867,47.66617,WGS_84,2009-10-17 6:0:0,2009-10-17 6:0:0,gps
漈凫,9.12117,47.67033,WGS_84,2009-10-17 9:0:0,2009-10-17 9:0:0,gps
漈凫,9.12117,47.6705,WGS_84,2009-10-17 15:0:0,2009-10-17 15:0:0,gps
漈凫,9.11767,47.67133,WGS_84,2009-10-17 21:0:0,2009-10-17 21:0:0,gps
漈凫,9.119,47.666,WGS_84,2009-10-18 6:0:0,2009-10-18 6:0:0,gps
漈凫,9.1185,47.666,WGS_84,2009-10-18 9:0:0,2009-10-18 9:0:0,gps
漈凫,9.11833,47.66583,WGS_84,2009-10-18 15:0:0,2009-10-18 15:0:0,gps
漈凫,9.11867,47.67117,WGS_84,2009-10-18 21:0:0,2009-10-18 21:0:0,gps
漈凫,9.119,47.666,WGS_84,2009-10-19 6:0:0,2009-10-19 6:0:0,gps
